peg1,peg2,string
511145.12.peg.422,511145.12.peg.423,980
511145.12.peg.4233,511145.12.peg.4234,999
511145.12.peg.423,511145.12.peg.424,997
511145.12.peg.4240,511145.12.peg.4241,995
511145.12.peg.4243,511145.12.peg.4244,999
511145.12.peg.4246,511145.12.peg.4247,742
511145.12.peg.424,511145.12.peg.425,999
511145.12.peg.4250,511145.12.peg.4251,978
511145.12.peg.4252,511145.12.peg.4253,544
511145.12.peg.4253,511145.12.peg.4254,980
511145.12.peg.4255,511145.12.peg.4256,999
511145.12.peg.4257,511145.12.peg.4258,999
511145.12.peg.4259,511145.12.peg.4260,979
511145.12.peg.4263,511145.12.peg.4264,966
511145.12.peg.4267,511145.12.peg.4268,987
511145.12.peg.4269,511145.12.peg.4270,827
511145.12.peg.4274,511145.12.peg.4275,999
511145.12.peg.4285,511145.12.peg.4286,999
511145.12.peg.4286,511145.12.peg.4287,999
511145.12.peg.4287,511145.12.peg.4288,999
511145.12.peg.4290,511145.12.peg.4291,720
511145.12.peg.4291,511145.12.peg.4292,907
511145.12.peg.4293,511145.12.peg.4294,957
511145.12.peg.4298,511145.12.peg.4299,979
511145.12.peg.4299,511145.12.peg.4300,975
511145.12.peg.42,511145.12.peg.43,998
511145.12.peg.4300,511145.12.peg.4301,982
511145.12.peg.4301,511145.12.peg.4302,982
511145.12.peg.4302,511145.12.peg.4303,995
511145.12.peg.4303,511145.12.peg.4304,989
511145.12.peg.4304,511145.12.peg.4305,995
511145.12.peg.4305,511145.12.peg.4306,997
511145.12.peg.4309,511145.12.peg.4310,827
511145.12.peg.4313,511145.12.peg.4314,996
511145.12.peg.4315,511145.12.peg.4316,958
511145.12.peg.4316,511145.12.peg.4317,915
511145.12.peg.4317,511145.12.peg.4318,896
511145.12.peg.4320,511145.12.peg.4321,949
511145.12.peg.4325,511145.12.peg.4326,999
511145.12.peg.4326,511145.12.peg.4327,999
511145.12.peg.4327,511145.12.peg.4328,992
511145.12.peg.4328,511145.12.peg.4329,999
511145.12.peg.4329,511145.12.peg.4330,999
511145.12.peg.4332,511145.12.peg.4333,999
511145.12.peg.4333,511145.12.peg.4334,999
511145.12.peg.4334,511145.12.peg.4335,999
511145.12.peg.4353,511145.12.peg.4354,999
511145.12.peg.4354,511145.12.peg.4355,894
511145.12.peg.4356,511145.12.peg.4357,997
511145.12.peg.4359,511145.12.peg.4360,995
511145.12.peg.4361,511145.12.peg.4362,993
511145.12.peg.4368,511145.12.peg.4369,999
511145.12.peg.4371,511145.12.peg.4372,999
511145.12.peg.4372,511145.12.peg.4373,733
511145.12.peg.4377,511145.12.peg.4378,999
511145.12.peg.4392,511145.12.peg.4393,999
511145.12.peg.4395,511145.12.peg.4396,751
511145.12.peg.4396,511145.12.peg.4397,838
511145.12.peg.4397,511145.12.peg.4398,998
511145.12.peg.43,511145.12.peg.44,988
511145.12.peg.4402,511145.12.peg.4403,997
511145.12.peg.4409,511145.12.peg.4410,992
511145.12.peg.441,511145.12.peg.442,981
511145.12.peg.4421,511145.12.peg.4422,995
511145.12.peg.4422,511145.12.peg.4423,999
511145.12.peg.4423,511145.12.peg.4424,999
511145.12.peg.4424,511145.12.peg.4425,999
511145.12.peg.4425,511145.12.peg.4426,999
511145.12.peg.4434,511145.12.peg.4435,909
511145.12.peg.4436,511145.12.peg.4437,900
511145.12.peg.4437,511145.12.peg.4438,915
511145.12.peg.4439,511145.12.peg.4440,951
511145.12.peg.4440,511145.12.peg.4441,994
511145.12.peg.4443,511145.12.peg.4444,798
511145.12.peg.4444,511145.12.peg.4445,980
511145.12.peg.4455,511145.12.peg.4456,963
511145.12.peg.4456,511145.12.peg.4457,997
511145.12.peg.4457,511145.12.peg.4458,999
511145.12.peg.4458,511145.12.peg.4459,995
511145.12.peg.4459,511145.12.peg.4460,999
511145.12.peg.445,511145.12.peg.446,999
511145.12.peg.4460,511145.12.peg.4461,999
511145.12.peg.4463,511145.12.peg.4464,999
511145.12.peg.446,511145.12.peg.447,999
511145.12.peg.4473,511145.12.peg.4474,996
511145.12.peg.4477,511145.12.peg.4478,779
511145.12.peg.447,511145.12.peg.448,999
511145.12.peg.4480,511145.12.peg.4481,993
511145.12.peg.4481,511145.12.peg.4482,922
511145.12.peg.448,511145.12.peg.449,999
511145.12.peg.4491,511145.12.peg.4492,999
511145.12.peg.4494,511145.12.peg.4495,999
511145.12.peg.4498,511145.12.peg.4499,982
511145.12.peg.44,511145.12.peg.45,992
511145.12.peg.4507,511145.12.peg.4508,788
511145.12.peg.4508,511145.12.peg.4509,998
511145.12.peg.4509,511145.12.peg.4510,756
511145.12.peg.450,511145.12.peg.451,759
511145.12.peg.4510,511145.12.peg.4511,999
511145.12.peg.4512,511145.12.peg.4513,996
511145.12.peg.4517,511145.12.peg.4518,968
511145.12.peg.4518,511145.12.peg.4519,902
511145.12.peg.4519,511145.12.peg.4520,872
511145.12.peg.4521,511145.12.peg.4522,680
511145.12.peg.4523,511145.12.peg.4524,907
511145.12.peg.4529,511145.12.peg.4530,995
511145.12.peg.4530,511145.12.peg.4531,999
511145.12.peg.4531,511145.12.peg.4532,999
511145.12.peg.4534,511145.12.peg.4535,940
511145.12.peg.4536,511145.12.peg.4537,893
511145.12.peg.4537,511145.12.peg.4538,796
511145.12.peg.4546,511145.12.peg.4547,956
511145.12.peg.4547,511145.12.peg.4548,999
511145.12.peg.4548,511145.12.peg.4549,984
511145.12.peg.455,511145.12.peg.456,999
511145.12.peg.459,511145.12.peg.460,534
511145.12.peg.460,511145.12.peg.461,615
511145.12.peg.465,511145.12.peg.466,787
511145.12.peg.466,511145.12.peg.467,979
511145.12.peg.469,511145.12.peg.470,999
511145.12.peg.478,511145.12.peg.479,996
511145.12.peg.485,511145.12.peg.486,964
511145.12.peg.491,511145.12.peg.492,991
511145.12.peg.506,511145.12.peg.507,983
511145.12.peg.509,511145.12.peg.510,975
511145.12.peg.50,511145.12.peg.51,979
511145.12.peg.511,511145.12.peg.512,973
511145.12.peg.514,511145.12.peg.515,974
511145.12.peg.531,511145.12.peg.532,939
511145.12.peg.532,511145.12.peg.533,974
511145.12.peg.533,511145.12.peg.534,985
511145.12.peg.535,511145.12.peg.536,995
511145.12.peg.53,511145.12.peg.54,952
511145.12.peg.541,511145.12.peg.542,918
511145.12.peg.543,511145.12.peg.544,999
511145.12.peg.545,511145.12.peg.546,934
511145.12.peg.549,511145.12.peg.550,890
511145.12.peg.54,511145.12.peg.55,993
511145.12.peg.552,511145.12.peg.553,949
511145.12.peg.554,511145.12.peg.555,998
511145.12.peg.570,511145.12.peg.571,920
511145.12.peg.571,511145.12.peg.572,845
511145.12.peg.577,511145.12.peg.578,975
511145.12.peg.578,511145.12.peg.579,983
511145.12.peg.591,511145.12.peg.592,969
511145.12.peg.592,511145.12.peg.593,996
511145.12.peg.594,511145.12.peg.595,999
511145.12.peg.596,511145.12.peg.597,999
511145.12.peg.597,511145.12.peg.598,999
511145.12.peg.598,511145.12.peg.599,999
511145.12.peg.603,511145.12.peg.604,917
511145.12.peg.608,511145.12.peg.609,967
511145.12.peg.611,511145.12.peg.612,996
511145.12.peg.621,511145.12.peg.622,999
511145.12.peg.622,511145.12.peg.623,999
511145.12.peg.623,511145.12.peg.624,999
511145.12.peg.624,511145.12.peg.625,994
511145.12.peg.63,511145.12.peg.64,996
511145.12.peg.649,511145.12.peg.650,999
511145.12.peg.64,511145.12.peg.65,999
511145.12.peg.683,511145.12.peg.684,999
511145.12.peg.684,511145.12.peg.685,996
511145.12.peg.685,511145.12.peg.686,997
511145.12.peg.68,511145.12.peg.69,999
511145.12.peg.691,511145.12.peg.692,916
511145.12.peg.692,511145.12.peg.693,922
511145.12.peg.693,511145.12.peg.694,995
511145.12.peg.700,511145.12.peg.701,840
511145.12.peg.701,511145.12.peg.702,981
511145.12.peg.702,511145.12.peg.703,999
511145.12.peg.710,511145.12.peg.711,970
511145.12.peg.712,511145.12.peg.713,853
511145.12.peg.714,511145.12.peg.715,659
511145.12.peg.716,511145.12.peg.717,850
511145.12.peg.724,511145.12.peg.725,999
511145.12.peg.726,511145.12.peg.727,999
511145.12.peg.727,511145.12.peg.728,999
511145.12.peg.728,511145.12.peg.729,999
511145.12.peg.737,511145.12.peg.738,993
511145.12.peg.740,511145.12.peg.741,995
511145.12.peg.741,511145.12.peg.742,999
511145.12.peg.742,511145.12.peg.743,999
511145.12.peg.743,511145.12.peg.744,988
511145.12.peg.746,511145.12.peg.747,926
511145.12.peg.747,511145.12.peg.748,968
511145.12.peg.748,511145.12.peg.749,919
511145.12.peg.74,511145.12.peg.75,999
511145.12.peg.751,511145.12.peg.752,999
511145.12.peg.752,511145.12.peg.753,999
511145.12.peg.753,511145.12.peg.754,999
511145.12.peg.756,511145.12.peg.757,999
511145.12.peg.757,511145.12.peg.758,999
511145.12.peg.758,511145.12.peg.759,999
511145.12.peg.75,511145.12.peg.76,999
511145.12.peg.761,511145.12.peg.762,974
511145.12.peg.764,511145.12.peg.765,999
511145.12.peg.768,511145.12.peg.769,991
511145.12.peg.769,511145.12.peg.770,999
511145.12.peg.76,511145.12.peg.77,999
511145.12.peg.770,511145.12.peg.771,997
511145.12.peg.772,511145.12.peg.773,999
511145.12.peg.773,511145.12.peg.774,992
511145.12.peg.783,511145.12.peg.784,999
511145.12.peg.784,511145.12.peg.785,999
511145.12.peg.786,511145.12.peg.787,859
511145.12.peg.789,511145.12.peg.790,999
511145.12.peg.790,511145.12.peg.791,999
511145.12.peg.795,511145.12.peg.796,711
511145.12.peg.796,511145.12.peg.797,557
511145.12.peg.799,511145.12.peg.800,663
511145.12.peg.807,511145.12.peg.808,997
511145.12.peg.808,511145.12.peg.809,999
511145.12.peg.809,511145.12.peg.810,997
511145.12.peg.80,511145.12.peg.81,999
511145.12.peg.810,511145.12.peg.811,999
511145.12.peg.814,511145.12.peg.815,986
511145.12.peg.815,511145.12.peg.816,988
511145.12.peg.818,511145.12.peg.819,965
511145.12.peg.819,511145.12.peg.820,991
511145.12.peg.820,511145.12.peg.821,988
511145.12.peg.821,511145.12.peg.822,922
511145.12.peg.831,511145.12.peg.832,997
511145.12.peg.836,511145.12.peg.837,999
511145.12.peg.837,511145.12.peg.838,999
511145.12.peg.844,511145.12.peg.845,866
511145.12.peg.848,511145.12.peg.849,518
511145.12.peg.850,511145.12.peg.851,997
511145.12.peg.853,511145.12.peg.854,994
511145.12.peg.855,511145.12.peg.856,965
511145.12.peg.856,511145.12.peg.857,998
511145.12.peg.857,511145.12.peg.858,998
511145.12.peg.858,511145.12.peg.859,998
511145.12.peg.85,511145.12.peg.86,999
511145.12.peg.860,511145.12.peg.861,995
511145.12.peg.867,511145.12.peg.868,687
511145.12.peg.86,511145.12.peg.87,994
511145.12.peg.871,511145.12.peg.872,600
511145.12.peg.872,511145.12.peg.873,846
511145.12.peg.878,511145.12.peg.879,994
511145.12.peg.879,511145.12.peg.880,839
511145.12.peg.87,511145.12.peg.88,996
511145.12.peg.880,511145.12.peg.881,955
511145.12.peg.882,511145.12.peg.883,995
511145.12.peg.883,511145.12.peg.884,997
511145.12.peg.884,511145.12.peg.885,996
511145.12.peg.885,511145.12.peg.886,696
511145.12.peg.88,511145.12.peg.89,998
511145.12.peg.890,511145.12.peg.891,997
511145.12.peg.891,511145.12.peg.892,999
511145.12.peg.892,511145.12.peg.893,999
511145.12.peg.895,511145.12.peg.896,908
511145.12.peg.898,511145.12.peg.899,888
511145.12.peg.899,511145.12.peg.900,755
511145.12.peg.89,511145.12.peg.90,999
511145.12.peg.901,511145.12.peg.902,995
511145.12.peg.908,511145.12.peg.909,999
511145.12.peg.90,511145.12.peg.91,999
511145.12.peg.911,511145.12.peg.912,999
511145.12.peg.915,511145.12.peg.916,996
511145.12.peg.91,511145.12.peg.92,998
511145.12.peg.921,511145.12.peg.922,984
511145.12.peg.924,511145.12.peg.925,999
511145.12.peg.925,511145.12.peg.926,997
511145.12.peg.92,511145.12.peg.93,995
511145.12.peg.934,511145.12.peg.935,984
511145.12.peg.938,511145.12.peg.939,959
511145.12.peg.93,511145.12.peg.94,997
511145.12.peg.941,511145.12.peg.942,988
511145.12.peg.942,511145.12.peg.943,950
511145.12.peg.945,511145.12.peg.946,921
511145.12.peg.946,511145.12.peg.947,799
511145.12.peg.948,511145.12.peg.949,907
511145.12.peg.94,511145.12.peg.95,997
511145.12.peg.952,511145.12.peg.953,991
511145.12.peg.953,511145.12.peg.954,999
511145.12.peg.954,511145.12.peg.955,999
511145.12.peg.95,511145.12.peg.96,988
511145.12.peg.967,511145.12.peg.968,998
511145.12.peg.968,511145.12.peg.969,999
511145.12.peg.969,511145.12.peg.970,998
511145.12.peg.96,511145.12.peg.97,981
511145.12.peg.97,511145.12.peg.98,998
511145.12.peg.982,511145.12.peg.983,986
511145.12.peg.98,511145.12.peg.99,999
511145.12.peg.99,511145.12.peg.100,893
224308.43.peg.100,224308.43.peg.101,993
224308.43.peg.1032,224308.43.peg.1033,607
224308.43.peg.1053,224308.43.peg.1054,583
224308.43.peg.1057,224308.43.peg.1058,516
224308.43.peg.10,224308.43.peg.11,712
224308.43.peg.1179,224308.43.peg.1180,588
224308.43.peg.1193,224308.43.peg.1194,309
224308.43.peg.1198,224308.43.peg.1199,562
224308.43.peg.1241,224308.43.peg.1242,321
224308.43.peg.1361,224308.43.peg.1362,533
224308.43.peg.1432,224308.43.peg.1433,947
224308.43.peg.1445,224308.43.peg.1446,390
224308.43.peg.1471,224308.43.peg.1472,994
224308.43.peg.1474,224308.43.peg.1475,715
224308.43.peg.1500,224308.43.peg.1501,561
224308.43.peg.1503,224308.43.peg.1504,565
224308.43.peg.1549,224308.43.peg.1550,623
224308.43.peg.1578,224308.43.peg.1579,999
224308.43.peg.1611,224308.43.peg.1612,924
224308.43.peg.1621,224308.43.peg.1622,683
224308.43.peg.1623,224308.43.peg.1624,420
224308.43.peg.1624,224308.43.peg.1625,482
224308.43.peg.1641,224308.43.peg.1642,697
224308.43.peg.16,224308.43.peg.17,587
224308.43.peg.1702,224308.43.peg.1703,664
224308.43.peg.1704,224308.43.peg.1705,769
224308.43.peg.1707,224308.43.peg.1708,759
224308.43.peg.1711,224308.43.peg.1712,562
224308.43.peg.1843,224308.43.peg.1844,710
224308.43.peg.1845,224308.43.peg.1846,251
224308.43.peg.185,224308.43.peg.186,998
224308.43.peg.187,224308.43.peg.188,569
224308.43.peg.1891,224308.43.peg.1892,947
224308.43.peg.1894,224308.43.peg.1895,668
224308.43.peg.1955,224308.43.peg.1956,966
224308.43.peg.2033,224308.43.peg.2034,985
224308.43.peg.2053,224308.43.peg.2054,461
224308.43.peg.205,224308.43.peg.206,608
224308.43.peg.206,224308.43.peg.207,409
224308.43.peg.2096,224308.43.peg.2097,612
224308.43.peg.2099,224308.43.peg.2100,920
224308.43.peg.215,224308.43.peg.216,398
224308.43.peg.2299,224308.43.peg.2300,631
224308.43.peg.2301,224308.43.peg.2302,456
224308.43.peg.2302,224308.43.peg.2303,558
224308.43.peg.2306,224308.43.peg.2307,809
224308.43.peg.2325,224308.43.peg.2326,723
224308.43.peg.2348,224308.43.peg.2349,770
224308.43.peg.2363,224308.43.peg.2364,971
224308.43.peg.2374,224308.43.peg.2375,743
224308.43.peg.2389,224308.43.peg.2390,729
224308.43.peg.2391,224308.43.peg.2392,684
224308.43.peg.2409,224308.43.peg.2410,511
224308.43.peg.2415,224308.43.peg.2416,731
224308.43.peg.2418,224308.43.peg.2419,549
224308.43.peg.2427,224308.43.peg.2428,626
224308.43.peg.2444,224308.43.peg.2445,769
224308.43.peg.2448,224308.43.peg.2449,639
224308.43.peg.2459,224308.43.peg.2460,953
224308.43.peg.249,224308.43.peg.250,450
224308.43.peg.24,224308.43.peg.25,252
224308.43.peg.2502,224308.43.peg.2503,561
224308.43.peg.2513,224308.43.peg.2514,909
224308.43.peg.2539,224308.43.peg.2540,630
224308.43.peg.2542,224308.43.peg.2543,651
224308.43.peg.2568,224308.43.peg.2569,624
224308.43.peg.2571,224308.43.peg.2572,812
224308.43.peg.25,224308.43.peg.26,544
224308.43.peg.2607,224308.43.peg.2608,554
224308.43.peg.2659,224308.43.peg.2660,573
224308.43.peg.2692,224308.43.peg.2693,393
224308.43.peg.2768,224308.43.peg.2769,589
224308.43.peg.2784,224308.43.peg.2785,404
224308.43.peg.27,224308.43.peg.28,604
224308.43.peg.2915,224308.43.peg.2916,933
224308.43.peg.2921,224308.43.peg.2922,647
224308.43.peg.2923,224308.43.peg.2924,644
224308.43.peg.2938,224308.43.peg.2939,694
224308.43.peg.2972,224308.43.peg.2973,791
224308.43.peg.2975,224308.43.peg.2976,569
224308.43.peg.3005,224308.43.peg.3006,512
224308.43.peg.3014,224308.43.peg.3015,651
224308.43.peg.3029,224308.43.peg.3030,413
224308.43.peg.3043,224308.43.peg.3044,702
224308.43.peg.3052,224308.43.peg.3053,729
224308.43.peg.3054,224308.43.peg.3055,661
224308.43.peg.3117,224308.43.peg.3118,483
224308.43.peg.3120,224308.43.peg.3121,722
224308.43.peg.312,224308.43.peg.313,550
224308.43.peg.315,224308.43.peg.316,621
224308.43.peg.3163,224308.43.peg.3164,462
224308.43.peg.3217,224308.43.peg.3218,425
224308.43.peg.326,224308.43.peg.327,605
224308.43.peg.3282,224308.43.peg.3283,597
224308.43.peg.3305,224308.43.peg.3306,506
224308.43.peg.3344,224308.43.peg.3345,986
224308.43.peg.3349,224308.43.peg.3350,901
224308.43.peg.334,224308.43.peg.335,561
224308.43.peg.335,224308.43.peg.336,178
224308.43.peg.3401,224308.43.peg.3402,507
224308.43.peg.340,224308.43.peg.341,992
224308.43.peg.341,224308.43.peg.342,570
224308.43.peg.3461,224308.43.peg.3462,588
224308.43.peg.3552,224308.43.peg.3553,387
224308.43.peg.3558,224308.43.peg.3559,417
224308.43.peg.3611,224308.43.peg.3612,581
224308.43.peg.365,224308.43.peg.366,800
224308.43.peg.3693,224308.43.peg.3694,671
224308.43.peg.3695,224308.43.peg.3696,683
224308.43.peg.3714,224308.43.peg.3715,724
224308.43.peg.3716,224308.43.peg.3717,685
224308.43.peg.3731,224308.43.peg.3732,715
224308.43.peg.3839,224308.43.peg.3840,528
224308.43.peg.3909,224308.43.peg.3910,565
224308.43.peg.3911,224308.43.peg.3912,333
224308.43.peg.3913,224308.43.peg.3914,535
224308.43.peg.3930,224308.43.peg.3931,557
224308.43.peg.394,224308.43.peg.395,292
224308.43.peg.3995,224308.43.peg.3996,583
224308.43.peg.400,224308.43.peg.401,498
224308.43.peg.4013,224308.43.peg.4014,505
224308.43.peg.4016,224308.43.peg.4017,892
224308.43.peg.4027,224308.43.peg.4028,335
224308.43.peg.402,224308.43.peg.403,662
224308.43.peg.4035,224308.43.peg.4036,796
224308.43.peg.4040,224308.43.peg.4041,519
224308.43.peg.4045,224308.43.peg.4046,972
224308.43.peg.404,224308.43.peg.405,988
224308.43.peg.4050,224308.43.peg.4051,977
224308.43.peg.4056,224308.43.peg.4057,514
224308.43.peg.4058,224308.43.peg.4059,868
224308.43.peg.4062,224308.43.peg.4063,180
224308.43.peg.4066,224308.43.peg.4067,565
224308.43.peg.4068,224308.43.peg.4069,542
224308.43.peg.406,224308.43.peg.407,548
224308.43.peg.4096,224308.43.peg.4097,526
224308.43.peg.4103,224308.43.peg.4104,205
224308.43.peg.4105,224308.43.peg.4106,399
224308.43.peg.4113,224308.43.peg.4114,900
224308.43.peg.4115,224308.43.peg.4116,500
224308.43.peg.4116,224308.43.peg.4117,510
224308.43.peg.4119,224308.43.peg.4120,390
224308.43.peg.4139,224308.43.peg.4140,633
224308.43.peg.4146,224308.43.peg.4147,479
224308.43.peg.4148,224308.43.peg.4149,507
224308.43.peg.4151,224308.43.peg.4152,602
224308.43.peg.4158,224308.43.peg.4159,984
224308.43.peg.4160,224308.43.peg.4161,582
224308.43.peg.4170,224308.43.peg.4171,911
224308.43.peg.4176,224308.43.peg.4177,444
224308.43.peg.4191,224308.43.peg.4192,457
224308.43.peg.4192,224308.43.peg.4193,223
224308.43.peg.4194,224308.43.peg.4195,976
224308.43.peg.41,224308.43.peg.42,716
224308.43.peg.4201,224308.43.peg.4202,531
224308.43.peg.4205,224308.43.peg.4206,246
224308.43.peg.4209,224308.43.peg.4210,345
224308.43.peg.4224,224308.43.peg.4225,550
224308.43.peg.4226,224308.43.peg.4227,521
224308.43.peg.4227,224308.43.peg.4228,594
224308.43.peg.4232,224308.43.peg.4233,842
224308.43.peg.4248,224308.43.peg.4249,628
224308.43.peg.4272,224308.43.peg.4273,572
224308.43.peg.4274,224308.43.peg.4275,764
224308.43.peg.4279,224308.43.peg.4280,607
224308.43.peg.4295,224308.43.peg.4296,659
224308.43.peg.4302,224308.43.peg.4303,680
224308.43.peg.4303,224308.43.peg.4304,241
224308.43.peg.4305,224308.43.peg.4306,469
224308.43.peg.433,224308.43.peg.434,664
224308.43.peg.435,224308.43.peg.436,555
224308.43.peg.439,224308.43.peg.440,526
224308.43.peg.43,224308.43.peg.44,672
224308.43.peg.44,224308.43.peg.45,648
224308.43.peg.46,224308.43.peg.47,680
224308.43.peg.49,224308.43.peg.50,874
224308.43.peg.57,224308.43.peg.58,661
224308.43.peg.631,224308.43.peg.632,848
224308.43.peg.64,224308.43.peg.65,288
224308.43.peg.676,224308.43.peg.677,459
224308.43.peg.726,224308.43.peg.727,774
224308.43.peg.729,224308.43.peg.730,540
224308.43.peg.74,224308.43.peg.75,525
224308.43.peg.765,224308.43.peg.766,460
224308.43.peg.770,224308.43.peg.771,177
224308.43.peg.773,224308.43.peg.774,476
224308.43.peg.775,224308.43.peg.776,526
224308.43.peg.777,224308.43.peg.778,538
224308.43.peg.787,224308.43.peg.788,344
224308.43.peg.794,224308.43.peg.795,474
224308.43.peg.796,224308.43.peg.797,897
224308.43.peg.802,224308.43.peg.803,555
224308.43.peg.809,224308.43.peg.810,787
224308.43.peg.817,224308.43.peg.818,534
224308.43.peg.820,224308.43.peg.821,668
224308.43.peg.839,224308.43.peg.840,621
224308.43.peg.841,224308.43.peg.842,349
224308.43.peg.842,224308.43.peg.843,471
224308.43.peg.844,224308.43.peg.845,448
224308.43.peg.856,224308.43.peg.857,344
224308.43.peg.859,224308.43.peg.860,971
224308.43.peg.861,224308.43.peg.862,505
224308.43.peg.864,224308.43.peg.865,494
224308.43.peg.870,224308.43.peg.871,975
224308.43.peg.878,224308.43.peg.879,939
224308.43.peg.883,224308.43.peg.884,999
224308.43.peg.885,224308.43.peg.886,551
224308.43.peg.890,224308.43.peg.891,744
224308.43.peg.892,224308.43.peg.893,517
224308.43.peg.895,224308.43.peg.896,515
224308.43.peg.902,224308.43.peg.903,715
224308.43.peg.904,224308.43.peg.905,950
224308.43.peg.92,224308.43.peg.93,821
224308.43.peg.969,224308.43.peg.970,951
224308.43.peg.971,224308.43.peg.972,999
224308.43.peg.994,224308.43.peg.995,530
511145.12.peg.1012,511145.12.peg.1013,999
